image_id,type,taxonomy,vernacular_names,calories,carbohydrate,proteins,total_fat,cholesterol,dietary_fiber,glucose,fructose,sucrose,folate,niacin,pantothenic_acid,pyridoxine,riboflavin,thiamin,vit_a,vit_e,vit_c,vit_k,vit_b12,selenium,sodium,potassium,calcium,copper,iron,magnesium,manganese,phosphorus,zinc,water,polyphenols,flavonoids,carotenoids,tannins,Energy (Kcal),Carbohydrates (g),Proteins (g),Total Fat (g),Cholesterol (mg),Dietary Fiber (g),Folate (µg),Niacin (mg),Pantothenic Acid (mg),Pyridoxine (mg),Riboflavin (mg),Thiamin (mg),Vitamin A (IU),Vitamin C (mg),Vitamin K (µg),Sodium (mg),Potassium (mg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Zinc (mg),Carotene-ß (µg),Crypto-xanthin-ß (µg),Lutein Zeaxanthin (µg)
Rabiah_180,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.15,75.41,1.88,0.16,0.0,6.71,66.76,41.43,59.84,15.41,1.67,0.84,0.25,0.06,0.05,156.43,0.21,0.0,2.7,0.0,0.21,1.01,719.71,65.96,0.38,0.94,54.52,0.31,65.1,0.46,20.68,0.51,0.5,0.31,1.03,284.56,76.69,1.84,0.15,0.0,6.76,15.47,1.63,0.83,0.26,0.06,0.05,150.7,0.0,2.82,1.04,721.92,64.87,0.37,0.93,53.86,0.31,64.2,0.45,93.43,0.0,23.13
Rabiah_181,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.85,77.29,1.82,0.16,0.0,6.84,65.57,39.99,62.18,15.24,1.65,0.82,0.25,0.06,0.05,152.78,0.2,0.0,2.75,0.0,0.21,1.01,695.38,66.23,0.37,0.92,56.5,0.3,63.02,0.46,20.66,0.52,0.51,0.3,1.03,285.51,76.23,1.83,0.15,0.0,6.75,15.58,1.65,0.84,0.25,0.06,0.05,151.26,0.0,2.75,1.01,717.06,67.11,0.36,0.94,56.06,0.3,62.88,0.45,90.09,0.0,23.43
Rabiah_182,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.39,76.13,1.9,0.15,0.0,6.98,66.13,40.72,62.33,15.01,1.63,0.84,0.26,0.06,0.05,150.18,0.2,0.0,2.73,0.0,0.2,1.04,721.78,65.48,0.36,0.9,55.44,0.3,64.12,0.46,20.81,0.52,0.51,0.3,1.04,287.05,76.77,1.82,0.16,0.0,6.98,15.63,1.67,0.84,0.25,0.06,0.05,148.92,0.0,2.78,1.04,713.76,65.03,0.37,0.92,55.7,0.3,61.92,0.45,93.34,0.0,24.08
Rabiah_183,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.32,75.59,1.86,0.15,0.0,6.72,67.01,41.16,60.29,15.74,1.62,0.81,0.26,0.06,0.05,148.93,0.21,0.0,2.73,0.0,0.21,1.0,705.99,64.47,0.38,0.93,54.88,0.31,62.58,0.44,20.14,0.52,0.52,0.31,1.02,283.68,76.21,1.86,0.15,0.0,6.95,15.04,1.67,0.82,0.26,0.06,0.05,150.49,0.0,2.79,1.01,724.83,64.27,0.38,0.94,55.81,0.3,64.71,0.45,88.87,0.0,23.98
Rabiah_184,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.28,78.56,1.87,0.15,0.0,6.92,65.88,41.74,60.95,15.15,1.66,0.84,0.26,0.06,0.05,149.67,0.21,0.0,2.83,0.0,0.2,1.0,714.37,65.62,0.37,0.9,53.98,0.3,63.9,0.45,20.77,0.52,0.51,0.31,1.01,279.36,75.33,1.89,0.15,0.0,6.81,15.15,1.62,0.82,0.26,0.06,0.05,150.3,0.0,2.82,1.04,697.45,63.96,0.36,0.93,54.4,0.31,63.33,0.45,89.95,0.0,23.38
Rabiah_185,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.76,75.27,1.83,0.15,0.0,6.85,66.59,40.09,61.05,15.5,1.64,0.81,0.25,0.06,0.05,156.17,0.2,0.0,2.8,0.0,0.21,1.02,724.86,66.55,0.37,0.93,55.49,0.31,62.33,0.45,20.39,0.5,0.5,0.31,1.04,284.01,76.41,1.88,0.15,0.0,6.74,15.43,1.63,0.83,0.26,0.06,0.05,156.14,0.0,2.75,1.04,719.05,66.91,0.37,0.92,54.41,0.31,64.95,0.45,92.12,0.0,24.13
Rabiah_186,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.34,76.8,1.86,0.16,0.0,6.72,66.38,41.05,60.9,15.45,1.65,0.83,0.26,0.06,0.05,148.9,0.2,0.0,2.78,0.0,0.2,1.04,710.53,66.3,0.36,0.91,56.39,0.3,63.41,0.44,20.06,0.52,0.52,0.31,1.04,284.76,77.33,1.87,0.15,0.0,6.76,15.22,1.62,0.84,0.26,0.06,0.05,148.98,0.0,2.77,1.04,699.92,65.15,0.37,0.94,54.51,0.31,64.19,0.44,93.19,0.0,23.87
Rabiah_187,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.87,75.82,1.83,0.15,0.0,6.98,64.05,41.66,62.23,15.69,1.65,0.84,0.26,0.06,0.05,150.77,0.21,0.0,2.71,0.0,0.21,1.02,700.39,66.24,0.36,0.92,53.98,0.31,61.95,0.45,20.27,0.52,0.52,0.31,1.01,283.05,75.28,1.83,0.16,0.0,6.75,15.01,1.67,0.82,0.26,0.06,0.05,153.78,0.0,2.78,1.04,709.9,66.66,0.36,0.9,54.75,0.31,62.17,0.46,88.86,0.0,23.06
Rabiah_188,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.8,76.02,1.89,0.15,0.0,6.76,66.56,40.41,60.87,15.07,1.64,0.81,0.26,0.06,0.05,155.75,0.2,0.0,2.75,0.0,0.2,1.0,703.24,66.83,0.37,0.94,56.38,0.31,63.53,0.45,20.22,0.5,0.52,0.31,1.0,287.06,75.92,1.88,0.16,0.0,7.02,15.47,1.61,0.81,0.26,0.06,0.05,150.2,0.0,2.71,1.01,711.66,66.25,0.37,0.9,55.89,0.3,64.92,0.45,89.65,0.0,23.66
Rabiah_189,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.51,76.71,1.86,0.16,0.0,6.84,66.55,40.67,60.24,15.21,1.66,0.81,0.26,0.06,0.05,154.26,0.2,0.0,2.75,0.0,0.21,1.02,706.76,66.86,0.38,0.91,54.28,0.3,61.99,0.45,20.74,0.5,0.52,0.3,1.01,286.1,77.05,1.86,0.15,0.0,6.93,15.37,1.67,0.84,0.25,0.06,0.05,151.73,0.0,2.73,1.02,725.23,64.53,0.37,0.92,54.52,0.3,63.34,0.45,91.33,0.0,23.78
Rabiah_190,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.18,75.16,1.84,0.16,0.0,6.88,67.01,41.05,60.66,15.3,1.61,0.83,0.26,0.06,0.05,150.93,0.21,0.0,2.79,0.0,0.2,1.04,710.05,65.09,0.36,0.91,55.65,0.31,63.82,0.45,20.75,0.5,0.51,0.31,1.04,278.73,75.24,1.82,0.15,0.0,6.82,15.27,1.66,0.82,0.26,0.06,0.05,148.58,0.0,2.82,1.03,706.02,64.43,0.38,0.9,55.02,0.31,63.04,0.45,89.25,0.0,24.01
Rabiah_191,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.12,75.75,1.81,0.15,0.0,6.91,66.5,40.95,62.57,15.45,1.63,0.81,0.25,0.06,0.05,155.18,0.2,0.0,2.82,0.0,0.21,1.04,695.57,65.25,0.37,0.93,56.46,0.3,63.42,0.45,20.75,0.51,0.52,0.31,1.02,289.79,76.14,1.83,0.15,0.0,6.98,15.41,1.68,0.84,0.26,0.06,0.05,153.03,0.0,2.8,1.05,727.05,65.62,0.37,0.9,56.36,0.3,62.78,0.44,92.49,0.0,23.77
Rabiah_192,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.38,76.06,1.9,0.16,0.0,6.72,64.22,41.2,62.28,15.19,1.66,0.83,0.25,0.06,0.05,153.59,0.21,0.0,2.75,0.0,0.2,1.05,694.55,65.97,0.37,0.94,55.14,0.3,63.82,0.44,20.67,0.51,0.52,0.3,1.04,283.7,76.94,1.84,0.16,0.0,6.86,15.32,1.69,0.83,0.25,0.06,0.05,150.48,0.0,2.76,1.03,720.61,66.97,0.37,0.92,54.09,0.3,64.66,0.46,90.75,0.0,23.26
Rabiah_193,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.18,75.79,1.81,0.15,0.0,6.89,65.74,41.96,59.91,15.54,1.64,0.83,0.26,0.06,0.05,151.84,0.21,0.0,2.83,0.0,0.2,1.05,718.52,66.73,0.36,0.91,56.23,0.3,62.94,0.46,20.34,0.52,0.51,0.31,1.02,290.47,77.34,1.88,0.16,0.0,6.87,15.51,1.63,0.82,0.26,0.06,0.05,151.36,0.0,2.81,1.02,719.26,65.42,0.37,0.94,55.33,0.31,64.31,0.45,90.35,0.0,23.46
Rabiah_194,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.69,77.83,1.83,0.15,0.0,6.86,64.04,40.22,60.12,15.71,1.61,0.81,0.25,0.06,0.05,151.38,0.2,0.0,2.72,0.0,0.21,1.03,725.72,65.41,0.37,0.93,55.24,0.31,62.01,0.45,20.29,0.5,0.52,0.31,1.03,278.92,75.77,1.84,0.15,0.0,6.81,15.68,1.67,0.81,0.25,0.06,0.05,152.18,0.0,2.7,1.02,716.23,66.97,0.36,0.91,56.12,0.31,62.62,0.44,89.67,0.0,23.43
Rabiah_195,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",266.32,77.77,1.84,0.15,0.0,6.97,66.32,41.02,59.99,15.68,1.61,0.83,0.25,0.06,0.05,149.44,0.21,0.0,2.71,0.0,0.21,1.0,694.28,66.24,0.38,0.94,54.09,0.31,64.29,0.46,20.61,0.51,0.51,0.31,1.0,278.93,75.9,1.82,0.15,0.0,6.95,15.42,1.61,0.84,0.26,0.06,0.05,149.97,0.0,2.72,1.01,713.65,64.39,0.37,0.91,56.51,0.31,61.93,0.45,92.1,0.0,23.0
Rabiah_196,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.26,76.59,1.89,0.15,0.0,7.01,64.13,40.47,62.48,15.37,1.67,0.8,0.25,0.06,0.05,150.0,0.21,0.0,2.8,0.0,0.21,1.03,704.16,65.18,0.37,0.92,55.85,0.3,62.12,0.46,20.71,0.51,0.51,0.31,1.0,282.53,77.01,1.88,0.16,0.0,6.75,15.45,1.63,0.84,0.25,0.06,0.05,149.19,0.0,2.71,1.0,695.09,66.82,0.36,0.93,55.39,0.31,64.5,0.44,93.03,0.0,23.6
Rabiah_197,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.38,76.21,1.82,0.15,0.0,6.96,65.08,41.74,61.79,14.96,1.61,0.84,0.26,0.06,0.05,152.04,0.2,0.0,2.74,0.0,0.2,1.0,720.08,66.0,0.37,0.94,55.82,0.31,63.03,0.45,20.84,0.52,0.5,0.3,1.02,285.23,74.76,1.89,0.15,0.0,6.88,14.96,1.63,0.81,0.25,0.06,0.05,148.83,0.0,2.83,1.0,708.97,64.51,0.37,0.91,55.86,0.31,64.36,0.45,92.31,0.0,23.9
Rabiah_198,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.0,78.03,1.85,0.16,0.0,7.0,66.6,41.54,59.98,15.07,1.61,0.83,0.25,0.06,0.05,153.11,0.21,0.0,2.83,0.0,0.21,1.02,720.21,65.25,0.37,0.91,55.44,0.3,64.19,0.45,20.88,0.51,0.51,0.3,1.01,276.34,77.94,1.87,0.16,0.0,7.0,15.16,1.62,0.84,0.25,0.06,0.05,154.18,0.0,2.82,1.04,711.39,64.46,0.38,0.94,55.39,0.3,63.79,0.46,89.96,0.0,23.55
Rabiah_199,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.8,76.72,1.84,0.16,0.0,6.69,64.32,41.72,60.65,15.27,1.67,0.84,0.25,0.06,0.05,156.31,0.2,0.0,2.79,0.0,0.21,1.0,709.98,65.98,0.36,0.9,56.21,0.3,62.46,0.46,20.23,0.5,0.52,0.31,1.02,280.61,76.64,1.84,0.15,0.0,6.78,15.05,1.66,0.82,0.26,0.06,0.05,150.52,0.0,2.81,1.01,713.28,66.66,0.37,0.93,54.38,0.3,62.73,0.44,93.13,0.0,24.01
Rabiah_200,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.08,76.87,1.87,0.15,0.0,6.92,64.58,40.98,59.84,15.52,1.67,0.84,0.26,0.06,0.05,149.62,0.21,0.0,2.81,0.0,0.21,1.03,705.28,65.12,0.38,0.94,54.49,0.31,63.07,0.44,20.07,0.51,0.51,0.3,1.05,277.45,78.65,1.82,0.15,0.0,6.95,15.33,1.65,0.8,0.25,0.06,0.05,156.08,0.0,2.71,1.04,710.56,66.85,0.38,0.9,55.99,0.3,62.35,0.44,91.33,0.0,24.04
Rabiah_201,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.65,75.05,1.82,0.15,0.0,6.71,64.51,40.79,59.84,15.59,1.67,0.81,0.26,0.06,0.05,149.16,0.2,0.0,2.8,0.0,0.2,1.04,726.03,66.5,0.38,0.94,53.97,0.31,64.47,0.45,20.27,0.5,0.52,0.31,1.04,282.84,77.64,1.83,0.16,0.0,6.87,15.09,1.64,0.82,0.25,0.06,0.05,150.32,0.0,2.71,1.05,703.49,64.52,0.37,0.92,55.64,0.3,63.29,0.46,93.41,0.0,23.47
Rabiah_202,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.21,75.8,1.84,0.15,0.0,6.8,65.67,41.06,60.63,15.09,1.67,0.8,0.25,0.06,0.05,152.63,0.21,0.0,2.78,0.0,0.21,1.01,725.26,67.16,0.38,0.9,53.93,0.3,64.79,0.46,20.96,0.51,0.51,0.3,1.01,276.44,76.06,1.82,0.15,0.0,6.7,15.54,1.63,0.84,0.25,0.06,0.05,155.66,0.0,2.75,1.01,708.97,64.17,0.36,0.91,56.12,0.3,63.27,0.46,93.2,0.0,24.07
Rabiah_203,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",266.51,75.38,1.86,0.16,0.0,6.81,66.83,41.62,61.53,15.06,1.61,0.8,0.25,0.06,0.05,149.25,0.21,0.0,2.77,0.0,0.2,1.01,707.79,65.82,0.37,0.93,56.56,0.3,62.36,0.45,20.68,0.51,0.5,0.31,1.04,281.96,78.38,1.89,0.15,0.0,6.98,15.23,1.66,0.82,0.25,0.06,0.05,156.3,0.0,2.8,1.03,698.51,64.62,0.37,0.94,54.43,0.3,64.53,0.44,92.1,0.0,23.98
Rabiah_204,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.45,76.25,1.83,0.15,0.0,6.94,66.07,41.85,62.14,15.69,1.66,0.84,0.25,0.06,0.05,149.44,0.21,0.0,2.76,0.0,0.2,1.01,711.59,65.82,0.38,0.91,55.52,0.3,64.01,0.45,20.02,0.51,0.51,0.3,1.0,283.89,75.59,1.88,0.15,0.0,7.02,15.65,1.67,0.8,0.26,0.06,0.05,153.21,0.0,2.72,1.02,701.48,65.31,0.37,0.91,54.13,0.3,62.13,0.45,90.17,0.0,24.14
Rabiah_205,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",266.24,77.61,1.81,0.15,0.0,6.95,66.2,40.83,60.61,15.25,1.68,0.81,0.26,0.06,0.05,150.85,0.2,0.0,2.75,0.0,0.21,1.02,710.13,65.31,0.37,0.94,55.61,0.3,63.45,0.45,20.53,0.51,0.5,0.31,1.04,278.36,78.24,1.84,0.16,0.0,6.98,14.97,1.68,0.82,0.25,0.06,0.05,151.72,0.0,2.83,1.03,698.04,65.97,0.36,0.9,55.18,0.3,63.64,0.44,92.94,0.0,23.17
Rabiah_206,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",280.29,76.55,1.85,0.16,0.0,6.95,64.25,40.2,61.5,15.05,1.62,0.84,0.25,0.06,0.05,151.65,0.2,0.0,2.72,0.0,0.2,1.02,705.38,66.14,0.36,0.92,55.84,0.3,63.92,0.46,20.65,0.51,0.51,0.31,1.01,284.14,77.26,1.84,0.15,0.0,6.91,15.05,1.65,0.83,0.26,0.06,0.05,154.14,0.0,2.79,1.03,720.98,64.68,0.37,0.91,54.54,0.3,64.67,0.45,91.48,0.0,23.44
Rabiah_207,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.07,75.07,1.86,0.16,0.0,6.7,65.38,40.4,61.93,15.66,1.65,0.82,0.26,0.06,0.05,149.18,0.2,0.0,2.79,0.0,0.2,1.02,717.83,64.96,0.38,0.93,56.47,0.3,64.94,0.44,20.51,0.52,0.5,0.3,1.04,283.32,75.32,1.9,0.16,0.0,6.89,15.16,1.63,0.83,0.25,0.06,0.05,155.23,0.0,2.76,1.01,722.99,66.91,0.38,0.92,55.47,0.31,64.29,0.44,89.62,0.0,23.02
Rabiah_208,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",266.66,76.91,1.9,0.15,0.0,6.8,66.51,41.14,61.38,15.68,1.66,0.84,0.25,0.06,0.05,151.71,0.21,0.0,2.7,0.0,0.21,1.01,723.55,63.95,0.36,0.91,55.59,0.3,61.99,0.46,20.01,0.5,0.51,0.31,1.01,287.36,76.83,1.83,0.15,0.0,6.91,15.12,1.62,0.81,0.25,0.06,0.05,156.22,0.0,2.69,1.04,726.18,64.16,0.36,0.91,55.63,0.3,65.04,0.46,89.35,0.0,23.65
Rabiah_209,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.84,75.39,1.82,0.15,0.0,6.7,65.56,40.9,62.55,15.26,1.63,0.84,0.25,0.06,0.05,152.26,0.2,0.0,2.71,0.0,0.21,1.04,714.12,66.09,0.36,0.91,54.35,0.31,63.18,0.45,20.15,0.52,0.51,0.3,1.04,288.27,76.43,1.88,0.15,0.0,6.74,15.32,1.65,0.83,0.25,0.06,0.05,150.59,0.0,2.83,1.05,699.25,64.56,0.38,0.91,56.06,0.31,63.52,0.46,93.05,0.0,23.96
Rabiah_210,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.15,76.17,1.87,0.16,0.0,6.75,63.99,41.22,60.68,15.48,1.63,0.8,0.26,0.06,0.05,151.83,0.21,0.0,2.81,0.0,0.2,1.01,699.35,65.42,0.37,0.91,54.18,0.3,63.99,0.45,20.99,0.51,0.52,0.31,1.03,287.44,78.54,1.87,0.15,0.0,6.86,15.04,1.63,0.83,0.26,0.06,0.05,151.37,0.0,2.73,1.04,697.88,65.99,0.36,0.91,54.0,0.3,64.35,0.46,89.3,0.0,23.02
Rabiah_211,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.92,75.71,1.88,0.16,0.0,6.98,64.6,40.57,61.65,15.7,1.62,0.84,0.25,0.06,0.05,154.6,0.21,0.0,2.77,0.0,0.2,1.0,712.56,64.17,0.37,0.93,54.11,0.3,64.89,0.46,20.0,0.5,0.52,0.31,1.05,280.51,75.16,1.86,0.16,0.0,6.87,15.43,1.62,0.83,0.25,0.06,0.05,153.39,0.0,2.71,1.04,718.18,64.88,0.37,0.94,54.58,0.3,61.83,0.46,92.73,0.0,23.34
Rabiah_212,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.09,77.22,1.89,0.16,0.0,6.72,64.32,40.81,61.53,15.54,1.63,0.83,0.25,0.06,0.05,149.33,0.2,0.0,2.78,0.0,0.2,1.01,712.57,65.04,0.38,0.9,56.2,0.31,61.91,0.45,20.85,0.52,0.5,0.3,1.03,279.8,77.61,1.85,0.15,0.0,6.69,15.54,1.62,0.82,0.26,0.06,0.05,150.59,0.0,2.79,1.05,717.97,65.24,0.36,0.94,54.94,0.3,65.03,0.44,90.15,0.0,23.46
Rabiah_213,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.69,76.02,1.87,0.15,0.0,6.71,65.33,41.34,62.01,15.21,1.66,0.81,0.25,0.06,0.05,156.11,0.21,0.0,2.83,0.0,0.21,1.01,706.63,64.18,0.37,0.94,55.45,0.3,62.97,0.45,20.75,0.52,0.5,0.31,1.0,288.8,77.4,1.85,0.15,0.0,6.88,15.0,1.66,0.83,0.26,0.06,0.05,152.85,0.0,2.79,1.01,703.45,66.11,0.38,0.92,56.54,0.3,62.97,0.45,91.07,0.0,23.33
Rabiah_214,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.3,75.48,1.85,0.15,0.0,6.75,66.48,40.6,61.51,15.04,1.64,0.84,0.25,0.06,0.05,154.87,0.21,0.0,2.71,0.0,0.2,1.02,715.53,64.82,0.37,0.93,55.21,0.3,64.74,0.45,20.94,0.51,0.51,0.31,1.03,286.51,75.61,1.86,0.16,0.0,6.82,15.51,1.63,0.83,0.25,0.06,0.05,148.85,0.0,2.8,1.02,713.19,64.22,0.37,0.91,55.47,0.31,63.2,0.45,92.71,0.0,23.34
Rabiah_215,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.26,77.35,1.88,0.15,0.0,6.77,66.56,41.15,62.6,15.64,1.68,0.82,0.26,0.06,0.05,150.32,0.2,0.0,2.77,0.0,0.21,1.02,729.86,64.18,0.37,0.93,54.15,0.31,65.06,0.46,20.72,0.51,0.52,0.31,1.03,281.81,76.73,1.83,0.15,0.0,6.89,15.52,1.65,0.84,0.26,0.06,0.05,149.69,0.0,2.83,1.04,705.03,65.45,0.37,0.94,55.63,0.31,61.96,0.45,93.09,0.0,23.66
Rabiah_216,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.64,77.71,1.81,0.15,0.0,6.69,64.37,39.94,61.15,15.25,1.64,0.83,0.26,0.06,0.05,153.11,0.2,0.0,2.72,0.0,0.2,1.05,715.52,67.02,0.38,0.92,55.85,0.31,62.45,0.44,20.39,0.51,0.52,0.31,1.0,279.6,77.02,1.82,0.15,0.0,6.74,15.53,1.63,0.8,0.25,0.06,0.05,155.4,0.0,2.7,1.01,715.1,65.23,0.38,0.9,54.14,0.31,63.68,0.44,92.98,0.0,23.04
Rabiah_217,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.99,75.18,1.87,0.16,0.0,6.85,64.87,41.35,61.26,15.4,1.64,0.81,0.25,0.06,0.05,153.69,0.21,0.0,2.8,0.0,0.2,1.0,718.32,64.21,0.36,0.94,55.49,0.31,62.29,0.44,20.86,0.5,0.51,0.31,1.01,280.23,75.54,1.83,0.16,0.0,6.69,15.35,1.64,0.82,0.26,0.06,0.05,153.62,0.0,2.73,1.01,728.79,63.98,0.37,0.9,56.23,0.3,62.46,0.45,89.38,0.0,22.95
Rabiah_218,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.8,78.25,1.83,0.15,0.0,6.9,66.12,41.49,60.21,15.34,1.67,0.84,0.26,0.06,0.05,151.03,0.2,0.0,2.74,0.0,0.2,1.04,710.14,66.82,0.37,0.92,54.13,0.31,63.41,0.45,19.95,0.52,0.51,0.31,1.03,290.36,75.48,1.84,0.16,0.0,6.71,15.12,1.69,0.83,0.25,0.06,0.05,150.36,0.0,2.79,1.01,705.63,66.09,0.38,0.93,56.1,0.3,63.73,0.45,89.23,0.0,23.63
